"","record_id","sobbs_1","sobbs_2","sobbs_3","sobbs_4","sobbs_5","sobbs_6","sobbs_7","sobbs_8","sobbs_9","sobbs_10","sobbs_11","sobbs_12","sobbs_13","sobbs_14","isos_1","isos_2","isos_3","isos_4","isos_5","isos_6","isos_7","isos_8","isos_9","isos_10","isos_11","isos_12","isos_13","isos_14","isos_15","mhi_1","mhi_5","mhi_4","mhi_3","mhi_2"
"501",719,2,5,2,4,2,5,4,5,1,4,3,4,2,5,2,2,4,3,3,3,2,3,2,2,3,2,2,2,2,4,5,2,2,4
"502",720,1,5,2,4,1,5,4,5,1,1,1,5,1,5,3,3,5,4,4,4,3,5,4,3,5,3,2,2,4,4,4,2,2,2
"503",722,1,4,2,4,2,2,4,2,1,2,3,2,1,1,1,2,3,3,2,1,1,2,1,1,1,1,1,1,1,4,4,4,3,5
"504",723,2,5,2,4,3,5,5,5,1,4,1,5,1,5,1,2,5,5,2,1,1,3,1,1,1,1,1,1,1,5,5,1,4,5
"505",724,2,5,2,5,1,4,5,4,2,1,3,3,2,4,2,3,5,4,3,2,1,3,3,4,2,3,3,2,2,4,6,2,3,4
"506",726,1,5,2,4,2,5,4,4,1,1,1,4,2,4,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,3,3,3,4,5
"507",727,4,5,3,4,1,5,5,5,3,3,1,5,4,5,2,4,3,4,3,2,2,4,2,4,4,3,3,2,3,4,3,4,2,5
"508",728,1,4,1,4,1,4,4,3,1,2,1,4,2,5,3,3,4,4,3,3,3,3,2,3,3,2,2,2,4,4,4,3,2,3
"509",729,3,5,2,5,1,4,5,5,2,4,4,5,1,4,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,4,3
"510",730,1,5,1,4,1,5,5,5,3,1,1,5,3,5,1,3,4,4,4,2,4,4,2,4,2,5,1,5,3,2,2,1,4,5
"511",732,2,5,1,5,1,3,4,2,1,3,4,5,1,1,4,3,5,4,4,4,2,3,4,3,3,4,4,3,4,3,4,3,3,5
"512",735,1,4,1,5,2,4,5,4,3,4,2,4,4,4,1,1,3,2,2,2,3,2,1,1,2,2,3,2,3,5,5,2,4,3
"513",736,2,5,2,2,1,2,5,5,1,1,3,5,1,5,2,3,2,3,1,2,3,2,1,1,1,1,1,1,2,2,4,3,5,5
"514",737,3,5,3,4,4,5,4,5,1,4,3,5,3,5,1,2,4,4,3,2,2,4,2,2,2,2,2,2,2,2,3,3,5,5
"515",739,2,4,2,4,1,5,4,5,2,1,3,5,2,5,1,3,3,4,2,1,1,2,1,2,1,1,1,1,1,3,4,2,5,5
"516",743,2,4,2,2,1,5,4,4,2,4,2,5,3,5,1,3,3,2,2,2,1,2,1,1,2,1,1,1,1,3,3,4,4,5
"517",745,2,4,3,3,2,5,5,5,2,3,2,4,2,5,1,1,5,4,1,1,1,4,1,1,1,2,2,2,3,3,5,2,4,5
"518",747,4,5,4,4,4,5,5,5,3,2,3,5,4,5,3,5,5,5,5,4,3,5,3,5,4,5,4,3,4,5,5,2,3,4
"519",748,2,4,2,5,3,4,5,5,1,2,4,4,1,5,2,4,4,4,2,2,3,3,2,2,3,4,3,3,2,4,6,1,3,4
"520",751,4,5,3,4,4,5,5,5,3,5,4,5,4,5,1,2,5,5,2,1,1,3,1,3,1,2,1,1,1,4,5,3,2,3
"521",752,1,4,1,4,1,5,5,4,1,1,3,4,1,4,1,2,5,2,2,2,1,1,1,1,1,1,1,1,1,4,4,5,4,5
"522",753,1,4,1,3,2,3,2,2,1,1,1,4,1,2,1,3,2,2,1,3,2,3,1,1,1,1,1,1,2,4,4,2,3,3
"523",755,2,4,2,2,2,1,4,4,2,1,1,4,1,4,2,3,4,3,2,4,4,2,2,2,2,2,1,1,4,3,4,4,4,5
"524",757,3,4,4,4,2,5,5,4,2,3,4,3,2,4,3,3,4,2,2,3,1,3,1,2,1,2,2,1,1,4,5,2,2,3
"525",758,1,2,1,1,2,4,4,2,1,2,2,2,1,4,2,3,4,4,2,3,2,3,2,2,2,1,3,1,3,4,3,5,4,5
"526",759,1,4,2,4,1,5,5,5,3,3,3,5,2,5,1,4,4,4,3,2,1,3,2,3,4,2,3,1,2,3,4,4,4,5
"527",760,2,4,3,4,3,4,4,4,4,4,2,4,3,4,1,1,3,2,2,1,1,1,1,1,1,2,1,1,1,3,4,3,4,5
"528",761,2,5,1,5,2,5,5,5,3,1,3,5,1,5,5,4,4,5,4,3,5,4,3,4,3,1,3,1,2,2,4,3,5,6
"529",762,1,4,1,4,2,5,4,2,2,2,2,4,1,4,2,2,3,2,2,2,2,2,1,2,2,2,3,2,2,4,3,3,3,5
"530",763,2,4,4,5,4,5,5,5,4,3,4,5,4,5,1,3,4,4,3,2,1,4,3,3,3,2,3,2,3,5,5,2,3,3
"531",765,3,4,3,5,3,4,5,5,3,3,3,4,2,4,1,1,3,3,1,1,1,4,1,2,1,3,2,1,1,5,5,2,4,5
"532",766,2,4,2,2,1,5,3,4,1,1,2,4,3,4,1,2,3,2,1,3,1,2,2,2,2,2,2,2,2,3,4,2,3,4
"533",767,1,3,2,4,1,5,4,4,1,1,1,4,1,4,2,3,4,3,2,2,1,1,2,1,2,3,2,2,2,2,2,4,5,6
"534",768,1,4,1,5,2,5,5,5,2,1,1,5,1,5,4,5,4,4,5,3,3,4,4,5,3,5,2,5,5,5,5,2,2,4
"535",771,2,4,2,4,1,5,4,4,1,2,1,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,4,5,5,5
"536",773,1,1,1,3,1,4,4,1,1,1,1,1,1,1,5,5,5,5,5,2,1,5,1,4,1,1,2,1,2,1,4,2,5,6
"537",774,2,5,3,4,1,5,5,4,2,3,2,4,2,4,1,3,4,4,1,2,1,3,2,2,2,1,2,1,2,5,3,1,3,4
"538",776,2,4,3,4,2,5,4,4,3,2,2,4,2,4,3,4,4,5,4,4,3,4,4,3,4,3,2,3,4,4,4,2,2,4
"539",777,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,3,2,1,2,1,1,1,2,1,2,2,5,5,4,2,2
"540",786,2,1,2,4,4,4,5,3,2,2,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,3
"541",788,4,4,5,4,4,5,5,5,3,5,3,5,3,5,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1,3,3,2,4,5
"542",790,2,3,4,4,3,5,5,3,4,1,1,4,1,3,3,3,4,4,3,3,4,3,2,3,2,2,3,2,3,4,4,2,2,2
"543",792,1,3,3,2,1,4,4,4,1,1,1,4,2,5,1,1,4,3,2,1,1,2,1,1,1,1,1,1,1,5,5,2,2,3
"544",793,3,5,2,4,1,4,4,4,1,2,1,4,1,5,1,2,3,4,2,1,1,2,1,1,1,1,1,1,1,3,5,3,3,4
"545",797,2,5,3,5,2,5,5,5,1,1,1,4,4,5,2,4,4,4,3,2,2,4,2,3,3,1,3,1,2,5,4,4,4,5
"546",803,1,5,1,5,2,4,4,5,1,1,1,3,1,5,3,4,5,4,4,4,2,4,3,3,3,2,3,2,2,3,3,4,5,5
"547",807,1,2,1,3,1,1,4,4,1,1,1,1,1,1,2,3,4,2,1,1,1,1,1,1,1,1,2,2,1,2,5,3,6,6
"548",809,1,4,1,4,1,4,5,4,1,2,2,4,4,4,1,2,5,4,3,2,3,2,2,2,2,2,2,2,2,3,4,3,4,4
"549",810,1,2,1,4,2,3,5,2,3,2,2,4,3,5,2,2,5,4,1,2,2,3,2,2,2,2,3,1,1,2,4,1,4,6
"550",812,2,5,1,5,1,5,5,5,3,3,2,5,3,4,2,2,3,3,2,4,1,2,3,2,2,3,3,2,2,3,3,4,5,6
"551",814,1,4,2,3,2,5,4,4,3,2,3,3,1,2,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4
"552",816,2,4,2,5,2,4,5,4,3,4,2,4,1,5,4,2,4,3,3,4,4,3,3,2,3,3,3,3,3,4,5,2,2,2
"553",819,2,5,3,5,2,5,5,5,2,4,4,5,4,5,1,2,4,4,4,1,1,3,1,4,1,3,2,1,2,4,4,5,4,4
"554",823,2,5,2,4,2,5,5,5,3,4,3,4,2,5,1,3,3,4,1,1,1,3,2,1,1,2,1,2,1,4,4,3,3,4
"555",824,1,4,2,4,1,4,4,4,2,2,2,4,2,4,2,3,4,3,2,2,3,3,3,2,2,1,2,1,2,3,3,4,3,5
"556",825,3,5,2,4,2,4,5,5,3,4,2,4,4,1,2,3,3,3,2,3,1,3,2,1,1,3,3,1,1,4,3,5,3,5
"557",829,2,5,4,5,5,5,5,5,3,5,5,5,5,5,2,4,5,5,3,3,1,3,3,2,2,4,2,1,2,5,5,1,2,2
"558",831,2,4,2,4,2,5,5,5,2,1,2,5,1,5,1,2,4,3,2,3,1,4,2,2,2,2,2,2,2,4,5,3,3,4
"559",832,2,1,2,4,2,5,5,5,3,1,3,5,3,4,2,3,5,5,3,2,2,4,2,4,2,3,3,3,2,5,5,1,1,2
"560",833,1,5,2,3,2,5,4,5,1,2,1,4,3,5,3,3,5,5,5,4,4,4,4,3,3,3,5,4,5,4,5,1,2,3
"561",834,4,5,4,5,4,5,5,5,2,3,5,5,5,5,3,5,5,5,5,3,2,5,3,5,3,3,3,3,4,3,5,2,3,4
"562",836,4,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,4,4,5,4,4,5,3,5,4,5,2,5,4,5,3,2,3
"563",837,1,3,2,3,1,4,4,3,1,1,2,4,2,5,2,4,3,4,2,3,3,4,2,2,2,3,2,3,2,4,5,1,2,4
"564",841,2,4,2,5,2,5,4,5,2,4,2,5,4,5,1,3,5,5,4,4,2,4,4,3,4,4,4,4,4,5,5,2,2,3
"565",842,2,5,2,5,2,5,5,5,1,3,4,4,2,5,1,3,3,5,3,1,1,3,1,3,1,1,1,2,2,3,3,2,2,4
"566",849,1,4,3,5,4,4,4,4,4,2,2,5,3,4,3,3,5,5,2,3,3,5,3,2,3,3,3,2,4,3,4,3,4,5
"567",850,2,4,2,4,2,4,4,4,2,3,2,4,2,4,1,2,3,3,2,1,1,2,1,1,1,2,1,1,2,3,3,4,4,5
"568",854,1,4,2,4,1,5,5,5,3,3,3,5,3,5,2,2,4,3,3,3,2,3,3,2,3,3,3,2,4,6,6,1,2,2
"569",855,1,2,4,5,2,5,5,4,2,2,3,5,2,5,2,4,4,4,3,3,2,3,3,2,3,4,4,3,2,3,4,3,3,4
"570",857,1,5,1,2,1,5,4,3,3,1,2,1,1,2,1,2,4,3,2,2,1,3,2,1,1,2,1,2,1,5,6,1,2,3
"571",858,2,5,2,5,2,5,5,5,1,4,2,5,2,5,4,5,5,5,4,4,3,5,4,5,4,3,3,2,4,4,5,3,4,4
"572",861,1,4,2,5,1,5,4,4,1,1,1,4,1,5,2,4,3,4,3,1,2,4,2,3,2,1,1,1,1,3,3,2,3,5
"573",862,2,4,2,3,1,4,4,4,1,2,2,5,2,2,1,3,4,4,2,2,2,3,1,2,1,2,2,2,1,3,4,3,4,5
"574",863,3,5,4,4,3,4,4,4,2,4,1,4,1,4,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,5,6,1,2,3
"575",866,4,5,3,4,3,5,5,5,2,5,2,4,5,5,4,3,5,5,3,3,3,4,3,2,4,3,3,3,4,4,5,2,3,3
"576",867,2,4,1,4,1,5,5,4,2,3,2,4,3,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,5,6
"577",868,1,5,2,4,1,5,4,4,1,1,1,4,1,5,2,4,5,4,3,3,2,4,2,3,2,3,3,2,2,3,5,2,3,5
"578",870,2,5,2,5,2,5,5,5,4,1,4,4,2,5,3,5,5,5,3,3,1,4,2,3,2,2,3,2,2,4,3,4,4,5
"579",872,2,5,3,4,2,5,5,5,2,4,3,4,3,5,1,3,4,4,2,3,1,3,2,3,2,1,2,1,1,4,5,2,3,5
"580",880,2,4,3,4,2,4,4,4,2,3,3,4,1,4,2,2,3,2,2,2,4,2,1,2,2,2,1,1,2,3,3,4,3,5
"581",884,1,5,1,5,1,5,5,5,1,4,2,5,3,5,1,2,5,3,1,3,1,2,2,1,2,3,2,2,1,6,5,2,1,2
"582",887,3,4,2,1,2,4,3,4,3,3,4,4,2,4,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,5,2,1,2,5
"583",893,2,4,1,3,1,5,5,4,1,3,3,5,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,5,5,2,1,3
"584",894,2,2,2,4,2,4,4,3,2,4,2,2,2,1,1,1,3,3,1,1,2,2,1,1,1,3,2,2,2,4,4,2,2,3
"585",899,2,4,3,4,3,5,4,5,2,3,2,4,4,5,3,4,5,5,4,4,5,4,4,3,4,2,5,2,3,4,4,2,3,2
"586",900,2,4,2,2,3,2,4,4,3,3,3,4,3,4,3,3,3,3,2,2,1,3,2,2,2,3,1,3,1,2,2,5,5,6
"587",901,2,2,2,4,2,4,4,2,2,1,1,2,2,4,1,2,3,2,3,1,1,2,1,1,1,3,2,1,2,4,4,2,5,6
"588",903,2,4,3,5,3,4,5,5,2,3,3,4,2,4,1,3,4,4,3,2,1,3,1,2,1,2,1,1,1,3,4,2,3,5
"589",914,2,2,2,2,2,4,4,3,3,1,2,3,2,2,2,4,5,4,2,4,2,4,4,2,4,3,5,2,5,2,5,2,4,5
"590",915,3,5,5,5,2,4,4,5,2,4,2,4,3,5,1,1,4,3,2,1,1,3,1,1,1,1,1,1,1,3,3,1,2,3
"591",918,3,5,4,4,4,5,5,5,5,4,4,5,4,5,2,2,5,3,3,4,2,3,3,2,2,1,2,1,1,3,3,5,4,5
"592",925,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,2,1,1,1,2,1,1,1,6,4,1,1,1
"593",926,4,5,3,5,3,4,4,4,3,4,3,4,3,5,3,1,4,4,2,2,1,2,1,1,2,2,2,2,2,4,5,1,3,4
"594",928,2,4,2,3,1,5,4,5,1,3,2,4,3,5,2,4,4,4,3,2,1,3,2,3,2,2,1,1,1,4,5,2,2,3
"595",929,2,5,3,5,2,5,5,5,4,2,2,5,2,5,3,4,5,4,4,3,3,4,3,4,3,3,3,3,4,5,5,1,2,2
"596",930,1,4,2,5,2,4,4,4,2,2,2,4,4,4,1,2,4,2,1,1,1,3,1,1,1,3,1,1,1,4,3,3,3,4
"597",931,2,4,1,4,2,3,4,3,3,2,2,5,3,4,2,1,3,3,1,2,2,2,1,1,1,2,2,1,1,4,4,4,3,4
"598",932,1,4,3,4,1,3,4,4,1,1,1,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,5,5,4,2,3
"599",933,1,4,2,5,3,4,5,3,1,4,2,4,1,2,3,2,3,3,2,1,3,3,1,1,2,2,1,2,2,3,4,4,3,5
"600",934,1,4,1,3,1,5,2,4,1,1,1,4,1,4,2,2,3,2,1,1,2,1,2,1,1,2,1,2,2,2,3,5,5,6
"601",938,2,5,4,4,2,5,5,4,2,2,2,4,2,5,3,4,5,5,4,4,2,4,4,3,3,4,4,4,3,5,6,1,2,2
"602",939,5,4,1,3,3,5,5,5,3,1,4,5,3,4,3,2,5,3,2,4,4,4,3,2,3,2,4,2,3,6,5,2,1,1
"603",940,1,4,2,5,2,5,5,5,1,3,3,5,5,5,4,4,5,5,3,3,3,4,3,3,3,4,4,4,4,6,5,2,1,1
"604",941,1,2,1,2,1,4,4,2,1,2,2,4,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,5,3,3,5
"605",943,1,2,2,5,2,2,4,4,1,1,4,3,2,4,1,3,4,4,2,1,1,3,1,2,1,1,1,1,1,5,5,1,1,2
"606",947,2,4,1,4,2,4,4,4,1,3,1,4,1,4,2,3,4,4,2,2,3,3,2,2,1,1,2,1,2,5,5,1,1,1
"607",948,2,4,2,2,1,4,4,4,1,3,2,5,2,5,1,1,3,3,3,1,2,3,1,2,1,2,2,2,1,5,5,3,3,2
"608",950,1,4,1,5,1,4,4,1,1,1,4,4,1,4,3,4,3,2,2,3,3,4,2,4,1,3,3,1,1,4,5,2,3,4
"609",951,1,5,2,4,1,3,5,5,1,1,1,5,1,5,2,2,4,2,1,1,2,2,2,2,3,3,3,2,2,4,6,2,3,3
"610",952,4,4,2,4,1,5,4,4,1,2,2,4,1,4,1,3,5,2,1,1,1,2,1,1,1,2,1,1,1,4,5,2,1,3
"611",956,3,5,3,4,3,5,5,5,3,3,3,5,1,5,2,4,5,3,3,3,2,4,3,3,2,2,2,3,2,2,3,4,4,5
"612",963,4,3,4,4,3,5,4,4,3,4,4,4,3,5,1,1,3,4,3,2,1,2,1,1,2,3,3,1,1,4,4,2,3,3
"613",964,1,5,2,4,1,5,4,4,1,1,1,5,1,4,3,4,4,5,2,2,2,4,1,2,1,2,3,2,5,4,6,2,3,4
"614",967,1,4,2,4,3,5,4,4,2,1,2,4,2,4,2,4,3,4,3,2,2,3,2,2,2,2,2,1,1,3,4,2,3,4
"615",970,2,4,4,4,3,5,5,5,4,3,4,5,3,4,3,3,4,4,3,2,3,4,2,2,1,2,3,1,2,5,4,3,2,3
"616",972,4,5,3,4,3,5,5,5,3,3,4,4,3,5,1,1,3,2,2,2,1,1,1,1,1,2,1,2,3,5,5,1,1,1
"617",973,2,1,3,3,2,5,4,4,2,2,2,4,1,4,3,4,4,3,3,3,2,3,2,2,2,3,1,2,1,6,5,1,1,1
"618",976,2,4,2,4,1,5,5,5,2,4,3,4,2,4,3,4,4,4,2,3,2,4,2,3,2,2,3,2,3,5,5,1,1,1
"619",977,2,4,2,4,1,5,5,5,1,4,3,4,1,4,3,2,2,3,2,3,3,2,3,1,2,2,2,1,3,2,2,3,4,5
"620",979,2,5,2,5,1,5,5,5,2,4,2,5,3,5,1,1,5,3,2,5,2,3,2,2,3,1,1,1,1,5,5,2,3,4
"621",985,2,4,1,3,1,4,4,3,1,1,1,3,1,3,3,3,5,5,4,3,3,4,3,4,3,2,2,1,2,3,4,4,5,5
"622",986,2,5,2,5,2,4,5,4,3,4,3,5,3,4,1,2,4,4,2,3,3,4,3,1,2,2,2,2,3,3,4,2,4,5
"623",987,1,5,2,4,1,4,5,5,1,1,3,5,1,4,2,3,5,5,4,2,1,3,2,3,2,2,1,1,2,4,4,2,2,5
"624",988,3,4,2,5,1,5,5,5,1,3,1,5,1,5,2,3,4,4,1,2,2,2,2,2,2,2,2,2,2,5,4,2,2,6
"625",992,3,2,3,3,3,4,3,3,2,2,4,3,2,4,1,2,3,3,1,2,1,1,3,2,3,3,1,2,2,5,4,2,3,4
"626",999,2,3,4,4,2,5,4,5,1,3,3,5,3,5,3,4,5,5,4,2,3,4,2,3,3,2,3,1,1,3,3,3,4,5
"627",1000,2,5,3,4,2,5,5,5,2,3,2,4,2,5,2,2,4,4,2,3,1,2,3,2,3,2,2,2,3,4,5,2,3,4
"628",1002,3,4,2,4,3,4,4,4,3,4,4,4,4,4,1,2,4,3,3,3,2,3,4,3,4,3,3,2,3,4,6,1,4,5
"629",1003,1,5,1,5,1,5,5,5,1,3,3,5,1,5,2,3,2,2,2,2,2,2,3,2,2,1,2,1,2,1,2,2,4,5
"630",1004,2,3,2,2,2,3,5,4,2,4,3,4,2,3,1,1,3,2,1,1,1,1,1,1,1,2,1,3,1,5,6,2,3,5
"631",1005,1,4,3,5,1,5,4,4,1,2,2,4,1,5,1,3,4,3,3,1,2,2,1,1,1,2,2,2,2,3,4,2,3,3
"632",1006,2,4,3,4,2,4,4,4,2,2,2,4,4,4,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,2,2,4,4,4
"633",1007,4,4,3,3,3,5,4,4,2,2,2,4,1,4,3,3,5,5,3,2,1,3,2,2,3,2,1,1,2,4,3,5,3,5
"634",22,4,4,3,3,2,3,3,3,2,2,2,4,2,2,1,1,3,2,1,1,1,2,1,1,1,2,2,2,1,5,4,3,3,4
"635",34,2,4,1,4,1,4,4,3,1,1,2,4,1,3,2,3,3,3,2,2,1,1,2,2,2,3,2,1,1,4,4,3,5,6
"636",283,4,4,3,4,2,4,5,4,2,3,2,4,3,4,2,2,3,3,2,1,2,1,1,2,3,2,1,2,2,3,4,2,2,4
"637",475,2,5,2,4,4,4,4,4,4,2,4,5,5,4,2,3,4,3,3,3,1,3,3,2,4,4,3,3,5,4,5,1,3,4
"638",882,1,5,1,4,1,4,4,4,1,1,1,1,1,4,1,2,4,4,1,1,1,2,1,1,1,1,1,1,1,4,5,5,4,6
